account_canonical_id,run_datetime,tripped,trigger,domain,excess_cash_amount
tfsa-tspselwy,2024-07-09T16:18:58.633409,TRUE,Excess cash,Assets,
tfsa-ef12me3w,2024-07-15T13:30:16.884010,TRUE,Excess cash,Assets,
tfsa-arCPhqgqFQ,2024-07-09T16:18:58.633409,TRUE,Excess cash,Assets,
non-registered-pajc1jnb,2024-07-09T13:30:14.958097,TRUE,Excess cash,Assets,
tfsa-bwgpmv1y,2024-07-09T16:18:58.633409,TRUE,Excess cash,Assets,
tfsa-ndS2a_BxaQ,2024-07-09T16:18:58.633409,TRUE,Excess cash,Assets,
tfsa-Vz-3tEYGVg,2024-07-15T16:23:37.828992,TRUE,Portfolio rebalance,Assets,
tfsa-jadletc5,2024-07-15T16:23:37.828992,TRUE,Excess cash,Assets,
non-registered-yqhsuons,2024-07-10T13:30:16.627990,TRUE,Excess cash,Assets,
tfsa-zn9305zn,2024-07-10T13:30:16.627990,TRUE,Excess cash,Assets,
tfsa-LW0dV40TSg,2024-07-09T16:18:58.633409,TRUE,Excess cash,Assets,
rrsp-xlki6uzq,2024-07-15T13:30:16.884010,TRUE,Excess cash,Assets,
group-rrsp-wyuhsteo,2024-07-11T13:30:15.582749,TRUE,Excess cash,Assets,
resp-3il1r9gu,2024-07-09T13:30:14.958097,TRUE,Excess cash,Assets,
tfsa-qyj2wsw0,2024-07-11T13:30:15.582749,TRUE,Excess cash,Assets,
tfsa-ll8o5rzl,2024-07-10T13:30:16.627990,TRUE,Excess cash,Assets,
tfsa-zyau1oey,2024-07-15T16:23:37.828992,TRUE,Excess cash,Assets,
tfsa-xnDl8efWhA,2024-07-12T13:30:17.148257,TRUE,Excess cash,Assets,
rrsp-ocu4jsiv,2024-07-09T13:30:14.958097,TRUE,Excess cash,Assets,
rrsp-ruoiye1o,2024-07-10T13:30:16.627990,TRUE,Excess cash,Assets,
tfsa-mdvk9qsy,2024-07-10T13:30:16.627990,TRUE,Excess cash,Assets,
tfsa-jf5-x9E75w,2024-07-09T16:18:58.633409,TRUE,Excess cash,Assets,
tfsa-0fcQyCdW8A,2024-07-15T13:30:16.884010,TRUE,Excess cash,Assets,
tfsa-_4srj18d,2024-07-15T13:30:16.884010,TRUE,Excess cash,Assets,
rrsp-gmttxvom,2024-07-09T13:30:14.958097,TRUE,Excess cash,Assets,
non-registered-hlu6e0tw,2024-07-11T13:30:15.582749,TRUE,Excess cash,Assets,
tfsa-yetchzhy,2024-07-11T13:30:15.582749,TRUE,Excess cash,Assets,
rrsp-pis_piol,2024-07-12T13:30:17.148257,TRUE,Excess cash,Assets,
non-registered-czmrujqo,2024-07-15T16:23:37.828992,TRUE,Excess cash,Assets,
tfsa-kqlxei11,2024-07-15T16:23:37.828992,TRUE,Excess cash,Assets,
tfsa-yl4imbfg,2024-07-09T13:30:14.958097,TRUE,Portfolio rebalance,Assets,
tfsa-lf9nzbli,2024-07-15T13:30:16.884010,TRUE,Portfolio rebalance,Assets,
tfsa-gyu5cqlp,2024-07-09T13:30:14.958097,TRUE,Excess cash,Assets,
tfsa-Rpb7yBwE1A,2024-07-15T16:23:37.828992,TRUE,Excess cash,Assets,
non-registered-umoz6scr,2024-07-15T13:30:16.884010,TRUE,Excess cash,Assets,
non-registered-gjjs41nd,2024-07-15T13:30:16.884010,TRUE,Excess cash,Assets,
non-registered-picyshzo,2024-07-09T13:30:14.958097,TRUE,Excess cash,Assets,
tfsa-8d6hl3a0,2024-07-10T13:30:16.627990,TRUE,Excess cash,Assets,
tfsa-lfme8cjx,2024-07-09T13:30:14.958097,TRUE,Excess cash,Assets,
tfsa-id2zfefm,2024-07-09T13:30:14.958097,TRUE,Excess cash,Assets,
non-registered-ctav2ihw,2024-07-09T13:30:14.958097,TRUE,Excess cash,Assets,
tfsa-Ya_ycYxFAQ,2024-07-09T13:30:14.958097,TRUE,Excess cash,Assets,
tfsa-5RczpH2ggA,2024-07-15T16:23:37.828992,TRUE,Portfolio rebalance,Assets,
tfsa-nnpigdz,2024-07-10T13:30:16.627990,TRUE,Excess cash,Assets,
rrsp-x_rj7y2w,2024-07-09T16:18:58.633409,TRUE,Excess cash,Assets,
tfsa-rdsrcsdr,2024-07-09T13:30:14.958097,TRUE,Excess cash,Assets,
tfsa-TXl3h0SRYg,2024-07-15T13:30:16.884010,TRUE,Portfolio rebalance,Assets,
tfsa-kku2-xtn,2024-07-10T13:30:16.627990,TRUE,Excess cash,Assets,
tfsa-MvmRWYeotQ,2024-07-15T16:23:37.828992,TRUE,Excess cash,Assets,
tfsa-wf9_fwwu,2024-07-11T13:30:15.582749,TRUE,Excess cash,Assets,
non-registered-K0ehjsYopA,2024-07-15T16:23:37.828992,TRUE,Excess cash,Assets,
tfsa-V1Trq_7kzw,2024-07-15T16:23:37.828992,TRUE,Portfolio rebalance,Assets,
non-registered-jyrgkbvo,2024-07-15T13:30:16.884010,TRUE,Excess cash,Assets,
tfsa-mmdrel69,2024-07-09T13:30:14.958097,TRUE,Excess cash,Assets,
tfsa-1dkl2xju,2024-07-09T16:18:58.633409,TRUE,Excess cash,Assets,
tfsa-qwO1-8hydA,2024-07-10T13:30:16.627990,TRUE,Liquidation,Assets,
tfsa-0ipba7b8,2024-07-09T16:18:58.633409,TRUE,Excess cash,Assets,
tfsa-w5nizwzs,2024-07-09T13:30:14.958097,TRUE,Excess cash,Assets,
non-registered-kY_bcKKOXg,2024-07-15T16:23:37.828992,TRUE,Portfolio rebalance,Assets,
non-registered-xbhkblli,2024-07-09T13:30:14.958097,TRUE,Excess cash,Assets,
rrsp-_3bc-bjs,2024-07-09T16:18:58.633409,TRUE,Excess cash,Assets,
tfsa-leugdmk_,2024-07-12T13:30:17.148257,TRUE,Excess cash,Assets,
tfsa-4uqygwwt,2024-07-10T13:30:16.627990,TRUE,Excess cash,Assets,
rrsp-eemzcw0b,2024-07-15T13:30:16.884010,TRUE,Excess cash,Assets,
rrsp-vtxbntlh,2024-07-12T13:30:17.148257,TRUE,Excess cash,Assets,
tfsa-yaVlqU4AZg,2024-07-09T13:30:14.958097,TRUE,Excess cash,Assets,
tfsa-kpk88pww,2024-07-15T13:30:16.884010,TRUE,Excess cash,Assets,
tfsa-okth7gkl,2024-07-12T13:30:17.148257,TRUE,Excess cash,Assets,
tfsa-ejnnds2p,2024-07-12T13:30:17.148257,TRUE,Excess cash,Assets,
tfsa-0fcQyCdW8A,2024-07-15T13:30:16.884010,TRUE,Portfolio rebalance,Assets,
tfsa-_nLLM6bE1Q,2024-07-09T16:18:58.633409,TRUE,Excess cash,Assets,
rrsp-1kuteeez,2024-07-15T13:30:16.884010,TRUE,Excess cash,Assets,
non-registered-czhq_8so,2024-07-09T16:18:58.633409,TRUE,Excess cash,Assets,
tfsa-l2tzvpwd,2024-07-12T13:30:17.148257,TRUE,Excess cash,Assets,
tfsa-qwO1-8hydA,2024-07-09T13:30:14.958097,TRUE,Liquidation,Assets,
non-registered-xbhkblli,2024-07-09T13:30:14.958097,TRUE,Excess cash,Assets,
non-registered-pp79lo4k,2024-07-09T13:30:14.958097,TRUE,Excess cash,Assets,
tfsa-grec2iyz,2024-07-09T16:18:58.633409,TRUE,Excess cash,Assets,
non-registered-zpyl9jtu,2024-07-09T13:30:14.958097,TRUE,Excess cash,Assets,
tfsa-ch6fy2ea,2024-07-12T13:30:17.148257,TRUE,Excess cash,Assets,
tfsa-6z0depdb,2024-07-12T13:30:17.148257,TRUE,Excess cash,Assets,
rrsp-5vfswic1,2024-07-09T13:30:14.958097,TRUE,Excess cash,Assets,
non-registered-awhnnfor,2024-07-09T13:30:14.958097,TRUE,Excess cash,Assets,
non-registered-awqcw0kq,2024-07-09T16:18:58.633409,TRUE,Excess cash,Assets,
tfsa-745aatdu,2024-07-09T13:30:14.958097,TRUE,Portfolio rebalance,Assets,
tfsa-szogs3sq,2024-07-12T13:30:17.148257,TRUE,Excess cash,Assets,
non-registered-fW3caZUWQQ,2024-07-09T16:18:58.633409,TRUE,Excess cash,Assets,
non-registered-FoKnHK_teA,2024-07-12T13:30:17.148257,TRUE,Excess cash,Assets,
tfsa-v-glmn7f,2024-07-09T16:18:58.633409,TRUE,Excess cash,Assets,
rrsp-ruoiye1o,2024-07-10T13:30:16.627990,TRUE,Excess cash,Assets,
tfsa-MqXP6w2gYw,2024-07-15T16:23:37.828992,TRUE,Portfolio rebalance,Assets,
tfsa-_bui5-vl,2024-07-09T13:30:14.958097,TRUE,Excess cash,Assets,
rrsp-tlawdtkn,2024-07-15T16:23:37.828992,TRUE,Excess cash,Assets,
rrsp-uo4vgbd8,2024-07-09T16:18:58.633409,TRUE,Excess cash,Assets,
tfsa-9xjn55k7,2024-07-11T13:30:15.582749,TRUE,Excess cash,Assets,
tfsa-uhw-1fte,2024-07-11T13:30:15.582749,TRUE,Excess cash,Assets,
rrsp-8ordsn9n,2024-07-12T13:30:17.148257,TRUE,Excess cash,Assets,
tfsa-lkgtvell,2024-07-15T13:30:16.884010,TRUE,Excess cash,Assets,
non-registered-tibryt_v,2024-07-15T13:30:16.884010,TRUE,Excess cash,Assets,
non-registered-cha3lyt,2024-07-11T13:30:15.582749,TRUE,Excess cash,Assets,
rrsp-ahqm7doe,2024-07-15T13:30:16.884010,TRUE,Excess cash,Assets,
tfsa-cm9xwhe7,2024-07-10T13:30:16.627990,TRUE,Excess cash,Assets,
tfsa-zyyroe0j,2024-07-12T13:30:17.148257,TRUE,Excess cash,Assets,
non-registered-ogxe1ey9,2024-07-15T13:30:16.884010,TRUE,Excess cash,Assets,
non-registered-la9njnnb,2024-07-09T16:18:58.633409,TRUE,Excess cash,Assets,
non-registered-hvhfalca,2024-07-15T16:23:37.828992,TRUE,Excess cash,Assets,
joint-h3arctle,2024-07-09T13:30:14.958097,TRUE,Portfolio rebalance,Assets,
non-registered-ga7EE_e-zA,2024-07-12T13:30:17.148257,TRUE,Excess cash,Assets,
tfsa-elpp_ixe,2024-07-15T16:23:37.828992,TRUE,Portfolio rebalance,Assets,
rrsp-nxlg6fpr,2024-07-12T13:30:17.148257,TRUE,Excess cash,Assets,
tfsa-dhvjknc6,2024-07-09T16:18:58.633409,TRUE,Excess cash,Assets,
tfsa-eoum0hpy,2024-07-15T16:23:37.828992,TRUE,Excess cash,Assets,
tfsa-7eiuochy,2024-07-11T13:30:15.582749,TRUE,Excess cash,Assets,
rrsp-xg_mqrod,2024-07-15T13:30:16.884010,TRUE,Excess cash,Assets,
tfsa-b8g4oz_0,2024-07-09T13:30:14.958097,TRUE,Excess cash,Assets,
tfsa-65sfoga_,2024-07-10T13:30:16.627990,TRUE,Excess cash,Assets,
tfsa-pw9njz4h,2024-07-09T13:30:14.958097,TRUE,Excess cash,Assets,
non-registered-vsf_ndxk,2024-07-12T13:30:17.148257,TRUE,Excess cash,Assets,
tfsa-4xtgogyv,2024-07-15T13:30:16.884010,TRUE,Excess cash,Assets,
tfsa-s-74hth8,2024-07-10T13:30:16.627990,TRUE,Excess cash,Assets,
tfsa-lstjw2_w,2024-07-10T13:30:16.627990,TRUE,Excess cash,Assets,
non-registered-ryf44w5s,2024-07-15T13:30:16.884010,TRUE,Excess cash,Assets,
tfsa-czghez1r,2024-07-10T13:30:16.627990,TRUE,Excess cash,Assets,
rrsp-vmwwqqxz,2024-07-11T13:30:15.582749,TRUE,Excess cash,Assets,
tfsa-i-vjwp2r,2024-07-10T13:30:16.627990,TRUE,Excess cash,Assets,
tfsa-ngzs0ate,2024-07-09T13:30:14.958097,TRUE,Excess cash,Assets,
rrsp-vmz2v1j4,2024-07-15T16:23:37.828992,TRUE,Portfolio rebalance,Assets,
tfsa-swlqqzo2,2024-07-10T13:30:16.627990,TRUE,Excess cash,Assets,
tfsa-yve3xov2,2024-07-10T13:30:16.627990,TRUE,Excess cash,Assets,
tfsa-thxf-h8y,2024-07-09T16:18:58.633409,TRUE,Excess cash,Assets,
tfsa-qbwa2ebd,2024-07-12T13:30:17.148257,TRUE,Excess cash,Assets,
tfsa-kgdzuzs,2024-07-15T16:23:37.828992,TRUE,Excess cash,Assets,
non-registered-6-nelhpw,2024-07-11T13:30:15.582749,TRUE,Excess cash,Assets,
tfsa-ucb7sved,2024-07-09T16:18:58.633409,TRUE,Excess cash,Assets,
tfsa-cgVugbBzdA,2024-07-09T13:30:14.958097,TRUE,Excess cash,Assets,
tfsa-zkrkfa21,2024-07-11T13:30:15.582749,TRUE,Excess cash,Assets,
non-registered-eoe27rh6,2024-07-10T13:30:16.627990,TRUE,Excess cash,Assets,
non-registered-KkIE7WWYFg,2024-07-15T16:23:37.828992,TRUE,Excess cash,Assets,
tfsa-WGh3UpxKkw,2024-07-15T16:23:37.828992,TRUE,Portfolio rebalance,Assets,
tfsa-aqqdhoio,2024-07-09T13:30:14.958097,TRUE,Excess cash,Assets,
non-registered-FXGk_p1DTA,2024-07-15T13:30:16.884010,TRUE,Portfolio rebalance,Assets,
tfsa-745aatdu,2024-07-09T16:18:58.633409,TRUE,Excess cash,Assets,
rrsp-urar8ytq,2024-07-09T16:18:58.633409,TRUE,Excess cash,Assets,
non-registered-st4yf4cw,2024-07-10T13:30:16.627990,TRUE,Excess cash,Assets,
non-registered-imtltapf,2024-07-10T13:30:16.627990,TRUE,Excess cash,Assets,
rrsp-yxlyZf9ecA,2024-07-09T16:18:58.633409,TRUE,Excess cash,Assets,
resp-n6snnpde,2024-07-11T13:30:15.582749,TRUE,Excess cash,Assets,
tfsa-a-kimmz6,2024-07-15T13:30:16.884010,TRUE,Excess cash,Assets,
tfsa-XEgggRMe0Q,2024-07-15T16:23:37.828992,TRUE,Excess cash,Assets,
non-registered-yho2zm6a,2024-07-11T13:30:15.582749,TRUE,Excess cash,Assets,
non-registered-glxgxkyu,2024-07-09T16:18:58.633409,TRUE,Excess cash,Assets,
tfsa-dxwpgx4y,2024-07-15T13:30:16.884010,TRUE,Excess cash,Assets,
rrsp-6Xe50CAP2w,2024-07-15T16:23:37.828992,TRUE,Excess cash,Assets,
tfsa-89t98sxn,2024-07-09T16:18:58.633409,TRUE,Excess cash,Assets,
tfsa-7aicumhz,2024-07-11T13:30:15.582749,TRUE,Excess cash,Assets,
group-rrsp-p-vpvusy,2024-07-15T13:30:16.884010,TRUE,Excess cash,Assets,
resp-rohi9tcl,2024-07-11T13:30:15.582749,TRUE,Excess cash,Assets,
tfsa-mjl2_n80,2024-07-09T13:30:14.958097,TRUE,Excess cash,Assets,
joint-tixeta03,2024-07-09T13:30:14.958097,TRUE,Excess cash,Assets,3.19
non-registered-hwgpq_wj,2024-07-09T16:18:58.633409,TRUE,Excess cash,Assets,
non-registered-aqmE9T8Now,2024-07-09T13:30:14.958097,TRUE,Excess cash,Assets,
tfsa-fqis5_-d,2024-07-09T16:18:58.633409,TRUE,Excess cash,Assets,
non-registered-xqokzfbv,2024-07-09T13:30:14.958097,TRUE,Portfolio rebalance,Assets,
tfsa-alz5yhdl,2024-07-15T16:23:37.828992,TRUE,Excess cash,Assets,
tfsa-fAb2Oi0jzg,2024-07-15T16:23:37.828992,TRUE,Portfolio rebalance,Assets,
tfsa-g1bezgq7,2024-07-15T16:23:37.828992,TRUE,Excess cash,Assets,
tfsa-lzzlcltp,2024-07-11T13:30:15.582749,TRUE,Excess cash,Assets,
tfsa-ext4yndc,2024-07-15T13:30:16.884010,TRUE,Excess cash,Assets,
tfsa-ijjvpswm,2024-07-09T16:18:58.633409,TRUE,Excess cash,Assets,
tfsa-U38l583Xeg,2024-07-15T13:30:16.884010,TRUE,Excess cash,Assets,
non-registered-_2_szz9,2024-07-10T13:30:16.627990,TRUE,Excess cash,Assets,
tfsa-rv-9vpti,2024-07-09T13:30:14.958097,TRUE,Excess cash,Assets,
tfsa-1on_8ms,2024-07-15T16:23:37.828992,TRUE,Excess cash,Assets,
tfsa-wxz2e9mz,2024-07-09T16:18:58.633409,TRUE,Excess cash,Assets,
tfsa-suocrrcs,2024-07-12T13:30:17.148257,TRUE,Excess cash,Assets,
tfsa-0zzqtnwv,2024-07-10T13:30:16.627990,TRUE,Excess cash,Assets,
tfsa-3la6jwtq,2024-07-10T13:30:16.627990,TRUE,Excess cash,Assets,
non-registered-5Za2jg4gfQ,2024-07-15T16:23:37.828992,TRUE,Excess cash,Assets,
non-registered-gedonz5h,2024-07-15T13:30:16.884010,TRUE,Excess cash,Assets,
rrsp-m2aj5mhq,2024-07-09T16:18:58.633409,TRUE,Excess cash,Assets,
tfsa-745aatdu,2024-07-09T13:30:14.958097,TRUE,Excess cash,Assets,
non-registered-jdpomeem,2024-07-09T13:30:14.958097,TRUE,Excess cash,Assets,
non-registered-aqmE9T8Now,2024-07-09T13:30:14.958097,TRUE,Excess cash,Assets,
tfsa-ib9vwcfy,2024-07-12T13:30:17.148257,TRUE,Excess cash,Assets,
non-registered-hqshsl1x,2024-07-09T13:30:14.958097,TRUE,Excess cash,Assets,
rrsp-8zc0zvhp,2024-07-10T13:30:16.627990,TRUE,Excess cash,Assets,
tfsa-by1ueuep,2024-07-12T13:30:17.148257,TRUE,Excess cash,Assets,
non-registered-NYHSKGVbhQ,2024-07-15T16:23:37.828992,TRUE,Excess cash,Assets,
rrsp-sv7vrdov,2024-07-15T16:23:37.828992,TRUE,Excess cash,Assets,
tfsa-of34_ufi,2024-07-12T13:30:17.148257,TRUE,Excess cash,Assets,
tfsa-fitbh9dz,2024-07-12T13:30:17.148257,TRUE,Excess cash,Assets,
rrsp-M7RDHE2L1g,2024-07-15T13:30:16.884010,TRUE,Portfolio rebalance,Assets,
non-registered-s_djzinb,2024-07-11T13:30:15.582749,TRUE,Excess cash,Assets,
non-registered-DHqor8jXew,2024-07-15T13:30:16.884010,TRUE,Portfolio rebalance,Assets,
tfsa-7e40y2zw,2024-07-11T13:30:15.582749,TRUE,Excess cash,Assets,
tfsa-jar3t14t,2024-07-12T13:30:17.148257,TRUE,Excess cash,Assets,
tfsa-0FvJLU7eyg,2024-07-15T16:23:37.828992,TRUE,Portfolio rebalance,Assets,
tfsa-hgx3ubd8,2024-07-11T13:30:15.582749,TRUE,Excess cash,Assets,
rrsp-jfc0mnsw,2024-07-12T13:30:17.148257,TRUE,Excess cash,Assets,
tfsa-foc6naib,2024-07-09T13:30:14.958097,TRUE,Portfolio rebalance,Assets,
rrsp-omt8kc4e,2024-07-11T13:30:15.582749,TRUE,Excess cash,Assets,
non-registered-uvjk1fy6,2024-07-09T13:30:14.958097,TRUE,Excess cash,Assets,
tfsa-q-ltyrzo,2024-07-09T13:30:14.958097,TRUE,Excess cash,Assets,
non-registered-tg6pr7r3,2024-07-09T13:30:14.958097,TRUE,Excess cash,Assets,
tfsa-XEgggRMe0Q,2024-07-15T16:23:37.828992,TRUE,Excess cash,Assets,
tfsa-9kq-hsi9,2024-07-09T16:18:58.633409,TRUE,Excess cash,Assets,
non-registered-g7iiwmc,2024-07-10T13:30:16.627990,TRUE,Excess cash,Assets,
tfsa-dmxgwnko,2024-07-15T13:30:16.884010,TRUE,Excess cash,Assets,
tfsa-4fnekkw5,2024-07-12T13:30:17.148257,TRUE,Excess cash,Assets,
rrsp-u5x9zbst,2024-07-15T13:30:16.884010,TRUE,Excess cash,Assets,
tfsa-fc3veqaw,2024-07-15T16:23:37.828992,TRUE,Excess cash,Assets,
tfsa-ujrztsyb,2024-07-09T13:30:14.958097,TRUE,Excess cash,Assets,
tfsa-fo2bdxwl,2024-07-09T16:18:58.633409,TRUE,Excess cash,Assets,
group-rrsp-po4nlrwj,2024-07-09T16:18:58.633409,TRUE,Excess cash,Assets,1.25
tfsa-uwvqewgb,2024-07-12T13:30:17.148257,TRUE,Excess cash,Assets,
non-registered-jenuoswl,2024-07-10T13:30:16.627990,TRUE,Excess cash,Assets,
tfsa-0zzqtnwv,2024-07-10T13:30:16.627990,TRUE,Excess cash,Assets,
group-rrsp-nmsigaq,2024-07-15T16:23:37.828992,TRUE,Portfolio rebalance,Assets,
non-registered-clg2rpgh,2024-07-09T16:18:58.633409,TRUE,Excess cash,Assets,
non-registered-onszjpsn,2024-07-09T16:18:58.633409,TRUE,Excess cash,Assets,
rrsp-gdxt6fmj,2024-07-10T13:30:16.627990,TRUE,Excess cash,Assets,
tfsa-dugxbpnd,2024-07-12T13:30:17.148257,TRUE,Excess cash,Assets,
group-rrsp-0qjxsbn_,2024-07-15T13:30:16.884010,TRUE,Excess cash,Assets,
non-registered-wlayo63j,2024-07-09T16:18:58.633409,TRUE,Excess cash,Assets,
non-registered-zxt_ubjz,2024-07-09T13:30:14.958097,TRUE,Excess cash,Assets,
non-registered-48_m-ts6,2024-07-09T16:18:58.633409,TRUE,Excess cash,Assets,0.03
non-registered-zjgojp2m,2024-07-15T13:30:16.884010,TRUE,Excess cash,Assets,
rrsp-syxmrfkf,2024-07-12T13:30:17.148257,TRUE,Excess cash,Assets,
non-registered-vd6al5k,2024-07-15T16:23:37.828992,TRUE,Excess cash,Assets,
rrsp-yxlyZf9ecA,2024-07-09T16:18:58.633409,TRUE,Excess cash,Assets,
tfsa-ehtgg4x,2024-07-12T13:30:17.148257,TRUE,Excess cash,Assets,
tfsa-ac6ff5a,2024-07-15T13:30:16.884010,TRUE,Portfolio rebalance,Assets,
non-registered-b5oqgea0,2024-07-09T16:18:58.633409,TRUE,Excess cash,Assets,
tfsa-LcW_V3p0_g,2024-07-15T13:30:16.884010,TRUE,Excess cash,Assets,
tfsa-qyj2wsw0,2024-07-10T13:30:16.627990,TRUE,Excess cash,Assets,
tfsa-0xtmrttu,2024-07-15T13:30:16.884010,TRUE,Portfolio rebalance,Assets,
tfsa-eiwzcY9HXw,2024-07-15T13:30:16.884010,TRUE,Excess cash,Assets,
non-registered-a7haeiz5,2024-07-15T13:30:16.884010,TRUE,Excess cash,Assets,
tfsa-ik6nx8lg,2024-07-09T13:30:14.958097,TRUE,Excess cash,Assets,
tfsa-tvgntdqi,2024-07-10T13:30:16.627990,TRUE,Excess cash,Assets,
non-registered-y9tfhx21,2024-07-15T13:30:16.884010,TRUE,Portfolio rebalance,Assets,
tfsa-4uqygwwt,2024-07-10T13:30:16.627990,TRUE,Excess cash,Assets,
non-registered-UjmMfe2Y_A,2024-07-15T16:23:37.828992,TRUE,Excess cash,Assets,
corporate-sqvwprg1,2024-07-09T16:18:58.633409,TRUE,Excess cash,Assets,0.44
tfsa-8nmbdsud,2024-07-12T13:30:17.148257,TRUE,Excess cash,Assets,
non-registered-dkt2lxsk,2024-07-10T13:30:16.627990,TRUE,Excess cash,Assets,
non-registered-miknlmv8,2024-07-15T13:30:16.884010,TRUE,Excess cash,Assets,
tfsa-_4srj18d,2024-07-15T13:30:16.884010,TRUE,Excess cash,Assets,
non-registered-gvec_f7u,2024-07-15T13:30:16.884010,TRUE,Excess cash,Assets,
tfsa-1iKsqFvRtA,2024-07-15T16:23:37.828992,TRUE,Excess cash,Assets,
tfsa-4jd0scwa,2024-07-09T13:30:14.958097,TRUE,Excess cash,Assets,
rrsp-vlgpf3vw,2024-07-12T13:30:17.148257,TRUE,Excess cash,Assets,
non-registered-z0ob_bgs,2024-07-09T13:30:14.958097,TRUE,Excess cash,Assets,
rrsp-zofilfd_,2024-07-15T16:23:37.828992,TRUE,Excess cash,Assets,
tfsa-3f-zdyzn,2024-07-10T13:30:16.627990,TRUE,Excess cash,Assets,
group-rrsp-mwyx6uj3,2024-07-12T13:30:17.148257,TRUE,Excess cash,Assets,
rrsp-gvfvjmja,2024-07-15T13:30:16.884010,TRUE,Excess cash,Assets,
tfsa-noo1iknz,2024-07-15T13:30:16.884010,TRUE,Portfolio rebalance,Assets,
non-registered-f8cy8lp1,2024-07-09T13:30:14.958097,TRUE,Excess cash,Assets,
tfsa-w5nizwzs,2024-07-09T13:30:14.958097,TRUE,Excess cash,Assets,
tfsa-pzym1x4x,2024-07-10T13:30:16.627990,TRUE,Excess cash,Assets,
tfsa-kvgtavzc,2024-07-10T13:30:16.627990,TRUE,Excess cash,Assets,
tfsa-kqgvitea,2024-07-09T16:18:58.633409,TRUE,Excess cash,Assets,
non-registered-_g03c-wtMw,2024-07-09T13:30:14.958097,TRUE,Excess cash,Assets,
tfsa-hz0ipebh,2024-07-15T13:30:16.884010,TRUE,Excess cash,Assets,
tfsa-5c8amONfwA,2024-07-15T13:30:16.884010,TRUE,Excess cash,Assets,
tfsa-l_ndnldg,2024-07-11T13:30:15.582749,TRUE,Excess cash,Assets,
non-registered-pi4dkc6y,2024-07-15T16:23:37.828992,TRUE,Excess cash,Assets,
rrsp-gdxt6fmj,2024-07-10T13:30:16.627990,TRUE,Excess cash,Assets,
non-registered-kz0cd8tu,2024-07-12T13:30:17.148257,TRUE,Excess cash,Assets,
tfsa-lfd4wpnh,2024-07-12T13:30:17.148257,TRUE,Excess cash,Assets,
tfsa-hz0ipebh,2024-07-15T13:30:16.884010,TRUE,Excess cash,Assets,
tfsa-D04_FQMniw,2024-07-15T13:30:16.884010,TRUE,Excess cash,Assets,
tfsa-d_lXEPMq4A,2024-07-11T13:30:15.582749,TRUE,Excess cash,Assets,
non-registered-fdl5mqmq,2024-07-09T16:18:58.633409,TRUE,Excess cash,Assets,
tfsa-hjbi50nv,2024-07-12T13:30:17.148257,TRUE,Excess cash,Assets,
tfsa-iux-kt9d,2024-07-09T16:18:58.633409,TRUE,Excess cash,Assets,
tfsa-kgdvuybm,2024-07-12T13:30:17.148257,TRUE,Excess cash,Assets,
non-registered-YTtTuAZZJg,2024-07-09T16:18:58.633409,TRUE,Excess cash,Assets,
tfsa-hd8kcp1s,2024-07-15T16:23:37.828992,TRUE,Excess cash,Assets,
tfsa-5W6g8xyLvA,2024-07-10T13:30:16.627990,TRUE,Portfolio rebalance,Assets,
tfsa-_n6ibzl8,2024-07-12T13:30:17.148257,TRUE,Excess cash,Assets,
non-registered-a68raxah,2024-07-15T13:30:16.884010,TRUE,Portfolio rebalance,Assets,
non-registered-caazynlj,2024-07-09T16:18:58.633409,TRUE,Excess cash,Assets,
tfsa-qs0y028j,2024-07-09T13:30:14.958097,TRUE,Excess cash,Assets,
tfsa-0xtniq9u,2024-07-15T16:23:37.828992,TRUE,Portfolio rebalance,Assets,
resp-ydhgehsn,2024-07-12T13:30:17.148257,TRUE,Portfolio rebalance,Assets,
tfsa-7eiuochy,2024-07-10T13:30:16.627990,TRUE,Excess cash,Assets,
resp-rpudyyg7,2024-07-09T13:30:14.958097,TRUE,Excess cash,Assets,
non-registered-jy3uh-wy,2024-07-11T13:30:15.582749,TRUE,Excess cash,Assets,
non-registered-osye894j,2024-07-09T16:18:58.633409,TRUE,Excess cash,Assets,
tfsa-EZPjaRU5zA,2024-07-15T13:30:16.884010,TRUE,Excess cash,Assets,
tfsa-7wl7ykm_,2024-07-15T13:30:16.884010,TRUE,Excess cash,Assets,
rrsp-az0defhy,2024-07-15T13:30:16.884010,TRUE,Excess cash,Assets,
tfsa-eqrqpgcn,2024-07-09T16:18:58.633409,TRUE,Liquidation,Assets,
group-rrsp-b6tjn4jc,2024-07-10T13:30:16.627990,TRUE,Excess cash,Assets,
rrsp-ovari4lv,2024-07-10T13:30:16.627990,TRUE,Excess cash,Assets,
tfsa-jaumtvxs,2024-07-15T13:30:16.884010,TRUE,Excess cash,Assets,
non-registered-Q6RklQ5Z1g,2024-07-15T13:30:16.884010,TRUE,Portfolio rebalance,Assets,
group-rrsp-gswglhli,2024-07-09T16:18:58.633409,TRUE,Excess cash,Assets,0.05
tfsa-8jmfbe_z,2024-07-12T13:30:17.148257,TRUE,Excess cash,Assets,
rrsp-6Xe50CAP2w,2024-07-15T13:30:16.884010,TRUE,Excess cash,Assets,
tfsa-szogs3sq,2024-07-12T13:30:17.148257,TRUE,Excess cash,Assets,
tfsa-8x_8dgqy,2024-07-15T13:30:16.884010,TRUE,Excess cash,Assets,
