account_canonical_id,run_datetime,tripped,trigger,domain,excess_cash_amount
tfsa-iapf-oyv,2024-07-15T13:30:16.884010,TRUE,Excess cash,Assets,
tfsa-k_8chmkx,2024-07-15T13:30:16.884010,TRUE,Excess cash,Assets,
tfsa-enzgs6by,2024-07-09T13:30:14.958097,TRUE,Excess cash,Assets,
tfsa-p3wqp79q,2024-07-11T13:30:15.582749,TRUE,Excess cash,Assets,
non-registered-ni8uf0m_,2024-07-15T13:30:16.884010,TRUE,Portfolio rebalance,Assets,
tfsa-d-fv3p08,2024-07-15T13:30:16.884010,TRUE,Excess cash,Assets,
tfsa-7itbulr4,2024-07-12T13:30:17.148257,TRUE,Excess cash,Assets,
rrsp-viimcflv,2024-07-09T16:18:58.633409,TRUE,Portfolio rebalance,Assets,
tfsa-_gwexdga,2024-07-15T13:30:16.884010,TRUE,Excess cash,Assets,
tfsa-cyygrta7,2024-07-15T13:30:16.884010,TRUE,Excess cash,Assets,
tfsa-c9ph6asp,2024-07-10T13:30:16.627990,TRUE,Excess cash,Assets,
non-registered-ifdp7bsp,2024-07-11T13:30:15.582749,TRUE,Excess cash,Assets,
tfsa-jJPJ0tWRkg,2024-07-15T13:30:16.884010,TRUE,Excess cash,Assets,
tfsa-jlud9hf,2024-07-10T13:30:16.627990,TRUE,Excess cash,Assets,
tfsa-hmflkgkt,2024-07-15T16:23:37.828992,TRUE,Excess cash,Assets,
non-registered-ypaok29v,2024-07-15T16:23:37.828992,TRUE,Excess cash,Assets,
rrsp-ndnly6a3,2024-07-09T13:30:14.958097,TRUE,Excess cash,Assets,
tfsa-qw-1mbwl,2024-07-12T13:30:17.148257,TRUE,Excess cash,Assets,
rrsp-lqs4yovi,2024-07-15T16:23:37.828992,TRUE,Excess cash,Assets,
non-registered-qkkst0zv,2024-07-09T16:18:58.633409,TRUE,Excess cash,Assets,
tfsa-w7ejzhj6,2024-07-11T13:30:15.582749,TRUE,Excess cash,Assets,
resp-pbvzxmf7,2024-07-12T13:30:17.148257,TRUE,Excess cash,Assets,
tfsa-jaw-o200,2024-07-11T13:30:15.582749,TRUE,Liquidation,Assets,
tfsa-epz2ps3h,2024-07-15T13:30:16.884010,TRUE,Excess cash,Assets,
rrsp-vlgpf3vw,2024-07-12T13:30:17.148257,TRUE,Excess cash,Assets,
tfsa-6vwxt094,2024-07-15T16:23:37.828992,TRUE,Excess cash,Assets,
tfsa-azrnjqmq,2024-07-15T13:30:16.884010,TRUE,Excess cash,Assets,
rrsp-ywslswgw,2024-07-12T13:30:17.148257,TRUE,Excess cash,Assets,
tfsa-mvr52z2i,2024-07-15T13:30:16.884010,TRUE,Portfolio rebalance,Assets,
rrsp-0Sf485K10g,2024-07-15T16:23:37.828992,TRUE,Portfolio rebalance,Assets,
non-registered-ejc4b9w_,2024-07-09T16:18:58.633409,TRUE,Excess cash,Assets,
tfsa-czghez1r,2024-07-10T13:30:16.627990,TRUE,Excess cash,Assets,
rrsp-h-_zpdo,2024-07-12T13:30:17.148257,TRUE,Excess cash,Assets,
tfsa-_ac7wcdt,2024-07-09T16:18:58.633409,TRUE,Excess cash,Assets,
non-registered-0wpdflal,2024-07-10T13:30:16.627990,TRUE,Excess cash,Assets,
tfsa-c6mdgopj,2024-07-10T13:30:16.627990,TRUE,Excess cash,Assets,
non-registered-h4aghski,2024-07-11T13:30:15.582749,TRUE,Excess cash,Assets,
non-registered-a68raxah,2024-07-15T16:23:37.828992,TRUE,Portfolio rebalance,Assets,
rrsp-lqs4yovi,2024-07-15T16:23:37.828992,TRUE,Excess cash,Assets,
tfsa-ab6gmr65,2024-07-09T16:18:58.633409,TRUE,Excess cash,Assets,
tfsa-68da5yef,2024-07-11T13:30:15.582749,TRUE,Excess cash,Assets,
tfsa-c1zziq9w,2024-07-09T16:18:58.633409,TRUE,Excess cash,Assets,
tfsa-5alehywt,2024-07-11T13:30:15.582749,TRUE,Excess cash,Assets,
tfsa-mrphsl5k,2024-07-11T13:30:15.582749,TRUE,Excess cash,Assets,
non-registered-xch3zh_f,2024-07-15T16:23:37.828992,TRUE,Excess cash,Assets,
tfsa-ZJF9Foe0cA,2024-07-09T13:30:14.958097,TRUE,Excess cash,Assets,
non-registered-ccnozw70,2024-07-10T13:30:16.627990,TRUE,Excess cash,Assets,
tfsa-onjfvksv,2024-07-09T13:30:14.958097,TRUE,Excess cash,Assets,
tfsa-2ja0orui,2024-07-11T13:30:15.582749,TRUE,Excess cash,Assets,
non-registered-fW3caZUWQQ,2024-07-09T13:30:14.958097,TRUE,Excess cash,Assets,
rrsp-GGm766DPjw,2024-07-15T13:30:16.884010,TRUE,Portfolio rebalance,Assets,
rrsp-rAfgL6dDPg,2024-07-10T13:30:16.627990,TRUE,Excess cash,Assets,
tfsa-sgw6mz8j,2024-07-12T13:30:17.148257,TRUE,Excess cash,Assets,
non-registered-daahpy70,2024-07-10T13:30:16.627990,TRUE,Excess cash,Assets,
tfsa-g_ighwy1,2024-07-09T16:18:58.633409,TRUE,Excess cash,Assets,
tfsa-14gocpyd,2024-07-10T13:30:16.627990,TRUE,Excess cash,Assets,
tfsa-jzfh_ocs,2024-07-10T13:30:16.627990,TRUE,Excess cash,Assets,
tfsa-a-kimmz6,2024-07-15T16:23:37.828992,TRUE,Excess cash,Assets,
non-registered-psk7gzqm,2024-07-09T13:30:14.958097,TRUE,Excess cash,Assets,
non-registered-7nq3s6uy,2024-07-09T16:18:58.633409,TRUE,Excess cash,Assets,
tfsa-iae7enjl,2024-07-10T13:30:16.627990,TRUE,Excess cash,Assets,
tfsa-CyCgCQ2g5Q,2024-07-15T16:23:37.828992,TRUE,Portfolio rebalance,Assets,
resp-HG9dMukIkA,2024-07-15T16:23:37.828992,TRUE,Portfolio rebalance,Assets,
non-registered-fgrq59pz,2024-07-15T16:23:37.828992,TRUE,Excess cash,Assets,
group-rrsp-ns_o6hnn,2024-07-15T13:30:16.884010,TRUE,Excess cash,Assets,
rrsp-j-kn7uni,2024-07-09T16:18:58.633409,TRUE,Excess cash,Assets,
non-registered-vd6al5k,2024-07-15T13:30:16.884010,TRUE,Excess cash,Assets,
non-registered-ca3esw4f,2024-07-11T13:30:15.582749,TRUE,Excess cash,Assets,
non-registered-pajc1jnb,2024-07-09T16:18:58.633409,TRUE,Excess cash,Assets,
non-registered-osye894j,2024-07-10T13:30:16.627990,TRUE,Excess cash,Assets,
rrsp-ot6awpx9,2024-07-15T13:30:16.884010,TRUE,Excess cash,Assets,
tfsa-nduzclny,2024-07-10T13:30:16.627990,TRUE,Excess cash,Assets,
rrsp-s_T2uJvhqQ,2024-07-15T16:23:37.828992,TRUE,Liquidation,Assets,
joint-bvruswcu,2024-07-09T13:30:14.958097,TRUE,Excess cash,Assets,0.24
rrsp-n2_ZjaHenw,2024-07-15T13:30:16.884010,TRUE,Excess cash,Assets,
tfsa-gogwxhah,2024-07-11T13:30:15.582749,TRUE,Excess cash,Assets,
tfsa-pbo-izaq,2024-07-09T13:30:14.958097,TRUE,Excess cash,Assets,
tfsa-z08l7aq2,2024-07-11T13:30:15.582749,TRUE,Excess cash,Assets,
tfsa-vkh0__6k,2024-07-09T13:30:14.958097,TRUE,Excess cash,Assets,
tfsa-njvsshr_,2024-07-15T16:23:37.828992,TRUE,Portfolio rebalance,Assets,
rrsp-az0defhy,2024-07-15T16:23:37.828992,TRUE,Excess cash,Assets,
non-registered-6oy5qsq,2024-07-10T13:30:16.627990,TRUE,Excess cash,Assets,
tfsa-ovtsoxzn,2024-07-09T13:30:14.958097,TRUE,Excess cash,Assets,
tfsa-16haqdnf,2024-07-15T13:30:16.884010,TRUE,Excess cash,Assets,
non-registered-h0vcxnjf,2024-07-12T13:30:17.148257,TRUE,Excess cash,Assets,
non-registered-clg2rpgh,2024-07-10T13:30:16.627990,TRUE,Excess cash,Assets,
tfsa-bwgpmv1y,2024-07-09T16:18:58.633409,TRUE,Excess cash,Assets,
tfsa-ax0brg5m,2024-07-09T16:18:58.633409,TRUE,Excess cash,Assets,
tfsa-0yzl39d1,2024-07-09T16:18:58.633409,TRUE,Excess cash,Assets,
joint-2tvvfmyz,2024-07-12T13:30:17.148257,TRUE,Excess cash,Assets,
group-rrsp-fjrzpxby,2024-07-09T13:30:14.958097,TRUE,Excess cash,Assets,
tfsa-slylj2fe,2024-07-10T13:30:16.627990,TRUE,Excess cash,Assets,
tfsa-dwc0sdcq,2024-07-09T13:30:14.958097,TRUE,Excess cash,Assets,
tfsa-2yohqu_0,2024-07-09T16:18:58.633409,TRUE,Excess cash,Assets,
non-registered-0yqwwlnq,2024-07-09T13:30:14.958097,TRUE,Excess cash,Assets,0.14
tfsa-sjjAj9Txcw,2024-07-11T13:30:15.582749,TRUE,Portfolio rebalance,Assets,
group-rrsp-qlse5gy5,2024-07-15T16:23:37.828992,TRUE,Excess cash,Assets,
tfsa-8k53v-f,2024-07-15T13:30:16.884010,TRUE,Excess cash,Assets,
tfsa-uajcuxil,2024-07-11T13:30:15.582749,TRUE,Excess cash,Assets,
tfsa-s32gwsql,2024-07-09T13:30:14.958097,TRUE,Excess cash,Assets,
tfsa-guTUemIaLw,2024-07-15T13:30:16.884010,TRUE,Excess cash,Assets,
non-registered-vzybmzbm,2024-07-09T16:18:58.633409,TRUE,Excess cash,Assets,
tfsa-n6dcl2jp,2024-07-15T16:23:37.828992,TRUE,Excess cash,Assets,
rrsp-a3ddwvz0,2024-07-15T13:30:16.884010,TRUE,Excess cash,Assets,
non-registered-kqzoyqde,2024-07-15T13:30:16.884010,TRUE,Excess cash,Assets,
non-registered-ait31m2q,2024-07-09T13:30:14.958097,TRUE,Excess cash,Assets,
tfsa-cfkoqJ6XrA,2024-07-15T16:23:37.828992,TRUE,Excess cash,Assets,
tfsa-jetmnaxx,2024-07-15T16:23:37.828992,TRUE,Portfolio rebalance,Assets,
rrsp-whtmkaiu,2024-07-15T13:30:16.884010,TRUE,Excess cash,Assets,
non-registered-qg_tfco8,2024-07-15T16:23:37.828992,TRUE,Excess cash,Assets,
tfsa-8x_8dgqy,2024-07-15T13:30:16.884010,TRUE,Excess cash,Assets,
tfsa-a26gbh6i,2024-07-15T16:23:37.828992,TRUE,Excess cash,Assets,
tfsa-lyehtsfa,2024-07-12T13:30:17.148257,TRUE,Excess cash,Assets,
rrsp-q-fl5y8g,2024-07-15T13:30:16.884010,TRUE,Excess cash,Assets,
tfsa-6z0depdb,2024-07-12T13:30:17.148257,TRUE,Excess cash,Assets,
non-registered-eyslk-ov,2024-07-15T13:30:16.884010,TRUE,Portfolio rebalance,Assets,
tfsa-hhdgvoro,2024-07-12T13:30:17.148257,TRUE,Excess cash,Assets,
non-registered-asmnqbdx,2024-07-15T13:30:16.884010,TRUE,Excess cash,Assets,
non-registered-99v3bf0a,2024-07-12T13:30:17.148257,TRUE,Excess cash,Assets,
tfsa-vxr8pepe,2024-07-10T13:30:16.627990,TRUE,Excess cash,Assets,
tfsa-al1xh9l9,2024-07-10T13:30:16.627990,TRUE,Excess cash,Assets,
rrsp-samr9c-s,2024-07-10T13:30:16.627990,TRUE,Excess cash,Assets,
tfsa-q1s2hann,2024-07-09T13:30:14.958097,TRUE,Excess cash,Assets,
non-registered-0PRkO866hg,2024-07-10T13:30:16.627990,TRUE,Excess cash,Assets,
tfsa-yfywumez,2024-07-09T13:30:14.958097,TRUE,Excess cash,Assets,
non-registered-f8cy8lp1,2024-07-09T13:30:14.958097,TRUE,Excess cash,Assets,
non-registered-hqhphytt,2024-07-09T13:30:14.958097,TRUE,Excess cash,Assets,
rrsp-_mo6CWIIUg,2024-07-11T13:30:15.582749,TRUE,Excess cash,Assets,
tfsa-yenrtgo,2024-07-10T13:30:16.627990,TRUE,Excess cash,Assets,
tfsa-0xtmrttu,2024-07-15T13:30:16.884010,TRUE,Excess cash,Assets,
rrsp-jmnue4vh,2024-07-09T13:30:14.958097,TRUE,Excess cash,Assets,
tfsa-d152bfth,2024-07-15T13:30:16.884010,TRUE,Excess cash,Assets,
rrsp-yzopoqqi,2024-07-09T16:18:58.633409,TRUE,Excess cash,Assets,
tfsa-llvbonav,2024-07-15T16:23:37.828992,TRUE,Portfolio rebalance,Assets,
tfsa-e58LWrd51g,2024-07-15T13:30:16.884010,TRUE,Excess cash,Assets,
rrsp-ufww2qmw,2024-07-15T16:23:37.828992,TRUE,Excess cash,Assets,
rrsp-ryio55ap,2024-07-15T13:30:16.884010,TRUE,Excess cash,Assets,
tfsa-dmtptsas,2024-07-15T16:23:37.828992,TRUE,Portfolio rebalance,Assets,
non-registered-tf_onuyi,2024-07-15T16:23:37.828992,TRUE,Excess cash,Assets,
tfsa-9kq-hsi9,2024-07-09T13:30:14.958097,TRUE,Excess cash,Assets,
tfsa-T6S1aJU-bA,2024-07-12T13:30:17.148257,TRUE,Excess cash,Assets,
tfsa-1mpqtqzp,2024-07-12T13:30:17.148257,TRUE,Excess cash,Assets,
tfsa-7znG_ZzbWQ,2024-07-15T13:30:16.884010,TRUE,Portfolio rebalance,Assets,
tfsa-9oiyqehq,2024-07-09T16:18:58.633409,TRUE,Excess cash,Assets,
tfsa-cuqzaczm,2024-07-15T13:30:16.884010,TRUE,Portfolio rebalance,Assets,
non-registered-jlkchjau,2024-07-12T13:30:17.148257,TRUE,Excess cash,Assets,
group-rrsp-b6tjn4jc,2024-07-10T13:30:16.627990,TRUE,Excess cash,Assets,
rrsp-jfstkd_r,2024-07-12T13:30:17.148257,TRUE,Excess cash,Assets,
tfsa-cjntykkz,2024-07-12T13:30:17.148257,TRUE,Transfer Out,Money movement,
tfsa-aumgpn4g,2024-07-09T13:30:14.958097,TRUE,Excess cash,Assets,
non-registered-9ga8hmqz,2024-07-12T13:30:17.148257,TRUE,Excess cash,Assets,
non-registered-yt8ydh_t,2024-07-09T16:18:58.633409,TRUE,Excess cash,Assets,
rrsp-ot6awpx9,2024-07-15T13:30:16.884010,TRUE,Excess cash,Assets,
tfsa-jlud9hf,2024-07-10T13:30:16.627990,TRUE,Excess cash,Assets,
tfsa-qhdsdhcs,2024-07-09T16:18:58.633409,TRUE,Excess cash,Assets,
rrsp-vmwwqqxz,2024-07-11T13:30:15.582749,TRUE,Excess cash,Assets,
tfsa-gmxv3ozc,2024-07-15T16:23:37.828992,TRUE,Excess cash,Assets,
rrsp-hhnwspsz,2024-07-11T13:30:15.582749,TRUE,Excess cash,Assets,
tfsa-sk1hl-ax,2024-07-09T16:18:58.633409,TRUE,Excess cash,Assets,
non-registered-hlu6e0tw,2024-07-10T13:30:16.627990,TRUE,Excess cash,Assets,
non-registered-n9egeyoc,2024-07-09T16:18:58.633409,TRUE,Excess cash,Assets,
tfsa-aak8iC8JMQ,2024-07-15T16:23:37.828992,TRUE,Portfolio rebalance,Assets,
tfsa-laqwlchr,2024-07-09T13:30:14.958097,TRUE,Excess cash,Assets,
tfsa-rnnytbdu,2024-07-09T13:30:14.958097,TRUE,Excess cash,Assets,
group-rrsp-gswglhli,2024-07-09T13:30:14.958097,TRUE,Excess cash,Assets,0.05
tfsa-h9d9o4h7,2024-07-12T13:30:17.148257,TRUE,Excess cash,Assets,
tfsa-7spGEstcBA,2024-07-15T16:23:37.828992,TRUE,Portfolio rebalance,Assets,
group-rrsp-po4nlrwj,2024-07-11T13:30:15.582749,TRUE,Excess cash,Assets,
rrsp-u5x9zbst,2024-07-15T13:30:16.884010,TRUE,Excess cash,Assets,
tfsa-kpk88pww,2024-07-15T16:23:37.828992,TRUE,Excess cash,Assets,
tfsa-l2tzvpwd,2024-07-12T13:30:17.148257,TRUE,Excess cash,Assets,
non-registered-eyslk-ov,2024-07-15T16:23:37.828992,TRUE,Portfolio rebalance,Assets,
rrsp-19vsehpa,2024-07-11T13:30:15.582749,TRUE,Excess cash,Assets,
tfsa-fbb2vtbs,2024-07-09T16:18:58.633409,TRUE,Excess cash,Assets,
tfsa-duxlzfig,2024-07-10T13:30:16.627990,TRUE,Withdrawal,Money movement,
tfsa-7hrvdyqn,2024-07-15T16:23:37.828992,TRUE,Excess cash,Assets,
rrsp-f3fonhq_,2024-07-12T13:30:17.148257,TRUE,Excess cash,Assets,
tfsa-eumfxv7g,2024-07-15T13:30:16.884010,TRUE,Excess cash,Assets,
non-registered-zecwgqnl,2024-07-11T13:30:15.582749,TRUE,Excess cash,Assets,
tfsa-g3p1a_rp,2024-07-09T16:18:58.633409,TRUE,Excess cash,Assets,
rrsp-pc1eoq1z,2024-07-09T13:30:14.958097,TRUE,Excess cash,Assets,
resp-qhw86qqh,2024-07-10T13:30:16.627990,TRUE,Excess cash,Assets,
rrsp-MABkvekOaw,2024-07-15T13:30:16.884010,TRUE,Portfolio rebalance,Assets,
tfsa-psft1bgu,2024-07-12T13:30:17.148257,TRUE,Excess cash,Assets,
tfsa-aprpra0r,2024-07-11T13:30:15.582749,TRUE,Excess cash,Assets,
tfsa-62b96qza,2024-07-15T16:23:37.828992,TRUE,Portfolio rebalance,Assets,
non-registered-zddmzcch,2024-07-10T13:30:16.627990,TRUE,Excess cash,Assets,
non-registered-lz8mihrr,2024-07-09T16:18:58.633409,TRUE,Excess cash,Assets,
tfsa-iH9E9qFIGA,2024-07-10T13:30:16.627990,TRUE,Excess cash,Assets,
tfsa-hgy2jqif,2024-07-11T13:30:15.582749,TRUE,Excess cash,Assets,
tfsa-7itbulr4,2024-07-12T13:30:17.148257,TRUE,Excess cash,Assets,
group-rrsp-p-vpvusy,2024-07-15T13:30:16.884010,TRUE,Excess cash,Assets,
rrsp-mrhr3tzx,2024-07-09T13:30:14.958097,TRUE,Excess cash,Assets,
non-registered-ifdp7bsp,2024-07-11T13:30:15.582749,TRUE,Excess cash,Assets,
tfsa-4acbxs3z,2024-07-15T13:30:16.884010,TRUE,Portfolio rebalance,Assets,
tfsa-foc6naib,2024-07-09T16:18:58.633409,TRUE,Excess cash,Assets,
tfsa-9yzf0whm,2024-07-15T16:23:37.828992,TRUE,Portfolio rebalance,Assets,
tfsa-p_nwhlus,2024-07-10T13:30:16.627990,TRUE,Excess cash,Assets,
tfsa-MvmRWYeotQ,2024-07-15T13:30:16.884010,TRUE,Excess cash,Assets,
tfsa-Yv6SyaVCXw,2024-07-09T16:18:58.633409,TRUE,Excess cash,Assets,
non-registered-xqokzfbv,2024-07-09T16:18:58.633409,TRUE,Excess cash,Assets,
tfsa-V1Trq_7kzw,2024-07-15T13:30:16.884010,TRUE,Excess cash,Assets,
tfsa-70ji0plq,2024-07-11T13:30:15.582749,TRUE,Excess cash,Assets,
non-registered-czhq_8so,2024-07-09T13:30:14.958097,TRUE,Excess cash,Assets,
non-registered-y9tfhx21,2024-07-15T16:23:37.828992,TRUE,Portfolio rebalance,Assets,
tfsa-qym_b_-f,2024-07-15T13:30:16.884010,TRUE,Excess cash,Assets,
resp-qhw86qqh,2024-07-09T16:18:58.633409,TRUE,Excess cash,Assets,
non-registered-la9njnnb,2024-07-09T13:30:14.958097,TRUE,Excess cash,Assets,
non-registered-0yqwwlnq,2024-07-09T16:18:58.633409,TRUE,Excess cash,Assets,0.14
tfsa-_uid1_ua,2024-07-15T16:23:37.828992,TRUE,Excess cash,Assets,
non-registered-srzdf1sg,2024-07-15T13:30:16.884010,TRUE,Excess cash,Assets,
joint-wvv25hzd,2024-07-12T13:30:17.148257,TRUE,Excess cash,Assets,
rrsp-_espd63s,2024-07-15T16:23:37.828992,TRUE,Excess cash,Assets,
non-registered-jql39ylg,2024-07-10T13:30:16.627990,TRUE,Excess cash,Assets,
non-registered-fgrq59pz,2024-07-15T16:23:37.828992,TRUE,Excess cash,Assets,
joint-bzhdjrnc,2024-07-15T13:30:16.884010,TRUE,Excess cash,Assets,
tfsa-apjggcau,2024-07-09T16:18:58.633409,TRUE,Excess cash,Assets,
non-registered-zhii0nyw,2024-07-15T13:30:16.884010,TRUE,Excess cash,Assets,
tfsa-r6nhrbon,2024-07-12T13:30:17.148257,TRUE,Excess cash,Assets,
non-registered-llewmscw,2024-07-12T13:30:17.148257,TRUE,Excess cash,Assets,
non-registered-HAqhjyW_qA,2024-07-10T13:30:16.627990,TRUE,Portfolio rebalance,Assets,
tfsa-frw-zvyi,2024-07-15T16:23:37.828992,TRUE,Excess cash,Assets,
rrsp-pvsx7x2s,2024-07-15T13:30:16.884010,TRUE,Excess cash,Assets,
rrsp-DP-1NDBAjA,2024-07-12T13:30:17.148257,TRUE,Excess cash,Assets,
tfsa-h868pdwo,2024-07-15T16:23:37.828992,TRUE,Excess cash,Assets,
non-registered-chqi1spl,2024-07-09T16:18:58.633409,TRUE,Excess cash,Assets,
tfsa-sklqqxqs,2024-07-09T13:30:14.958097,TRUE,Excess cash,Assets,
tfsa--CEtnuGJsw,2024-07-15T13:30:16.884010,TRUE,Portfolio rebalance,Assets,
tfsa-nflbq8sn,2024-07-09T13:30:14.958097,TRUE,Excess cash,Assets,
tfsa-ykn1c3it,2024-07-15T16:23:37.828992,TRUE,Excess cash,Assets,
tfsa-fAb2Oi0jzg,2024-07-15T13:30:16.884010,TRUE,Portfolio rebalance,Assets,
tfsa-mp3yovri,2024-07-11T13:30:15.582749,TRUE,Excess cash,Assets,
tfsa-al1xh9l9,2024-07-10T13:30:16.627990,TRUE,Excess cash,Assets,
rrsp-xljlks6k,2024-07-12T13:30:17.148257,TRUE,Excess cash,Assets,
tfsa-n-szinzq,2024-07-09T13:30:14.958097,TRUE,Excess cash,Assets,
tfsa-k4plrtsz,2024-07-11T13:30:15.582749,TRUE,Excess cash,Assets,
tfsa-jJPJ0tWRkg,2024-07-15T16:23:37.828992,TRUE,Excess cash,Assets,
tfsa-6sdb-nyx,2024-07-09T16:18:58.633409,TRUE,Excess cash,Assets,
non-registered-cq4ouc3h,2024-07-12T13:30:17.148257,TRUE,Excess cash,Assets,
tfsa-lydx49hy,2024-07-15T13:30:16.884010,TRUE,Excess cash,Assets,
tfsa-lstjw2_w,2024-07-10T13:30:16.627990,TRUE,Excess cash,Assets,
tfsa-napwjenp,2024-07-09T16:18:58.633409,TRUE,Excess cash,Assets,
joint-wqwwpqjs,2024-07-09T13:30:14.958097,TRUE,Excess cash,Assets,0.13
tfsa-qrqym3xx,2024-07-09T13:30:14.958097,TRUE,Excess cash,Assets,
tfsa-wp3025rc,2024-07-10T13:30:16.627990,TRUE,Excess cash,Assets,
tfsa-Yv6SyaVCXw,2024-07-09T16:18:58.633409,TRUE,Excess cash,Assets,
tfsa-fc3veqaw,2024-07-15T13:30:16.884010,TRUE,Excess cash,Assets,
tfsa-jf5-x9E75w,2024-07-09T13:30:14.958097,TRUE,Excess cash,Assets,
tfsa-napwjenp,2024-07-10T13:30:16.627990,TRUE,Excess cash,Assets,
tfsa-e-8ar-w8,2024-07-15T13:30:16.884010,TRUE,Excess cash,Assets,
tfsa-6sdb-nyx,2024-07-09T13:30:14.958097,TRUE,Excess cash,Assets,
tfsa-ab6gmr65,2024-07-09T16:18:58.633409,TRUE,Excess cash,Assets,
rrsp-a3ddwvz0,2024-07-15T13:30:16.884010,TRUE,Excess cash,Assets,
tfsa-7e40y2zw,2024-07-09T13:30:14.958097,TRUE,Excess cash,Assets,
tfsa-jgscusba,2024-07-11T13:30:15.582749,TRUE,Excess cash,Assets,
rrsp-plodgqjl,2024-07-09T16:18:58.633409,TRUE,Excess cash,Assets,
non-registered-f9xr3xdj,2024-07-12T13:30:17.148257,TRUE,Excess cash,Assets,
tfsa-g0zfqh0k,2024-07-12T13:30:17.148257,TRUE,Excess cash,Assets,
rrsp-s7hzkihg,2024-07-09T13:30:14.958097,TRUE,Excess cash,Assets,
tfsa-bshjnybf,2024-07-12T13:30:17.148257,TRUE,Excess cash,Assets,
tfsa-Ftld_9XMlw,2024-07-10T13:30:16.627990,TRUE,Portfolio rebalance,Assets,
tfsa-29rejq7t,2024-07-10T13:30:16.627990,TRUE,Excess cash,Assets,
non-registered-imtltapf,2024-07-10T13:30:16.627990,TRUE,Excess cash,Assets,
tfsa-s32gwsql,2024-07-10T13:30:16.627990,TRUE,Excess cash,Assets,
non-registered-h3zw64ig,2024-07-09T13:30:14.958097,TRUE,Excess cash,Assets,
non-registered-iypvq46o,2024-07-10T13:30:16.627990,TRUE,Excess cash,Assets,
tfsa-TXl3h0SRYg,2024-07-15T13:30:16.884010,TRUE,Portfolio rebalance,Assets,
non-registered-mhzp2eng,2024-07-15T16:23:37.828992,TRUE,Excess cash,Assets,
tfsa-islvxtez,2024-07-12T13:30:17.148257,TRUE,Excess cash,Assets,
rrsp-v71dtem0,2024-07-15T13:30:16.884010,TRUE,Portfolio rebalance,Assets,
non-registered-40isd9qh,2024-07-15T13:30:16.884010,TRUE,Excess cash,Assets,
tfsa-i1iO3gPo2w,2024-07-15T13:30:16.884010,TRUE,Portfolio rebalance,Assets,
tfsa-5nqttcp7,2024-07-09T16:18:58.633409,TRUE,Excess cash,Assets,
tfsa-2ca2ry9i,2024-07-09T16:18:58.633409,TRUE,Excess cash,Assets,
non-registered-ocyzvlbn,2024-07-15T16:23:37.828992,TRUE,Excess cash,Assets,
tfsa-rsOr0rYeUQ,2024-07-12T13:30:17.148257,TRUE,Excess cash,Assets,
rrsp-xs0w6ZNvFA,2024-07-15T13:30:16.884010,TRUE,Portfolio rebalance,Assets,
non-registered-picyshzo,2024-07-09T16:18:58.633409,TRUE,Excess cash,Assets,
rrsp-plodgqjl,2024-07-11T13:30:15.582749,TRUE,Excess cash,Assets,
rrsp-yzopoqqi,2024-07-09T16:18:58.633409,TRUE,Excess cash,Assets,
tfsa-1on_8ms,2024-07-15T16:23:37.828992,TRUE,Excess cash,Assets,
tfsa-6geluhwd,2024-07-09T13:30:14.958097,TRUE,Excess cash,Assets,
joint-h3arctle,2024-07-09T16:18:58.633409,TRUE,Portfolio rebalance,Assets,
tfsa-F_7TSrYrHg,2024-07-10T13:30:16.627990,TRUE,Excess cash,Assets,
non-registered-xw1umkod,2024-07-09T16:18:58.633409,TRUE,Excess cash,Assets,
tfsa-hz8pzauh,2024-07-10T13:30:16.627990,TRUE,Excess cash,Assets,
non-registered-llewmscw,2024-07-12T13:30:17.148257,TRUE,Excess cash,Assets,
rrsp-a3ddwvz0,2024-07-15T16:23:37.828992,TRUE,Excess cash,Assets,
tfsa-fqis5_-d,2024-07-11T13:30:15.582749,TRUE,Excess cash,Assets,
non-registered-llewmscw,2024-07-12T13:30:17.148257,TRUE,Excess cash,Assets,
tfsa-u3ju4yba,2024-07-09T13:30:14.958097,TRUE,Excess cash,Assets,
tfsa-18cbdii1,2024-07-09T16:18:58.633409,TRUE,Excess cash,Assets,
tfsa-htc0hw_o,2024-07-11T13:30:15.582749,TRUE,Excess cash,Assets,
non-registered-_g03c-wtMw,2024-07-09T16:18:58.633409,TRUE,Excess cash,Assets,
non-registered-sobrqvzw,2024-07-15T16:23:37.828992,TRUE,Excess cash,Assets,
tfsa-43FaOo3DxQ,2024-07-15T13:30:16.884010,TRUE,Portfolio rebalance,Assets,
tfsa-rdsrcsdr,2024-07-09T16:18:58.633409,TRUE,Excess cash,Assets,
tfsa-jzsfgekf,2024-07-15T16:23:37.828992,TRUE,Excess cash,Assets,
non-registered-7IoNitJg4g,2024-07-10T13:30:16.627990,TRUE,Liquidation,Assets,
tfsa-7t8p-xtf,2024-07-09T13:30:14.958097,TRUE,Excess cash,Assets,
tfsa-yl4imbfg,2024-07-11T13:30:15.582749,TRUE,Portfolio rebalance,Assets,
tfsa-PV9D_ssebg,2024-07-10T13:30:16.627990,TRUE,Excess cash,Assets,
non-registered-fgrq59pz,2024-07-15T13:30:16.884010,TRUE,Excess cash,Assets,
tfsa-hgy2jqif,2024-07-10T13:30:16.627990,TRUE,Excess cash,Assets,
tfsa-CE0Isd5DLw,2024-07-15T13:30:16.884010,TRUE,Excess cash,Assets,
